FIPS,Admin2,Population,Death by 03/09/2023,deaths_by_pop
5095,Monroe,6701,39,582.0026862
54093,Tucker,6839,39,570.2588098
22035,East Carroll,6861,39,568.430258
48017,Bailey,7000,39,557.1428571
46067,Hutchinson,7291,39,534.9060486
54073,Pleasants,7460,39,522.7882038
20043,Doniphan,7600,39,513.1578947
13309,Wheeler,7855,39,496.4990452
13253,Seminole,8090,39,482.0766378
31041,Custer,10777,39,361.8817853
30083,Richland,10803,39,361.0108303
1023,Choctaw,12589,39,309.7942648
13191,McIntosh,14378,39,271.2477396
30067,Park,16606,39,234.8548717
8037,Eagle,55127,39,70.74573258
20171,Scott,4823,38,787.8913539
48065,Carson,5926,38,641.2419845
42113,Sullivan,6066,38,626.4424662
40141,Tillman,7250,38,524.137931
20003,Anderson,7858,38,483.5836091
21007,Ballard,7888,38,481.7444219
54101,Webster,8114,38,468.3263495
46023,Charles Mix,9292,38,408.9539389
29089,Howard,10001,38,379.9620038
17017,Cass,12147,38,312.8344447
12043,Glades,13811,38,275.143002
56023,Lincoln,19830,38,191.6288452
49051,Wasatch,34091,38,111.4663694
29075,Gentry,6571,37,563.0802009
31173,Thurston,7224,37,512.1816168
27117,Pipestone,9126,37,405.4350208
48425,Somervell,9128,37,405.3461876
19089,Howard,9158,37,404.0183446
38061,Mountrail,10545,37,350.877193
41049,Morrow,11603,37,318.8830475
19037,Chickasaw,11933,37,310.0645269
37137,Pamlico,12726,37,290.7433601
26039,Crawford,14029,37,263.739397
31123,Morrill,4642,36,775.5277897
21165,Menifee,6489,36,554.7850208
13259,Stewart,6621,36,543.7245129
48495,Winkler,8010,36,449.4382022
28019,Choctaw,8210,36,438.4896468
54075,Pocahontas,8247,36,436.5223718
29081,Harrison,8352,36,431.0344828
48193,Hamilton,8461,36,425.4816216
20107,Linn,9703,36,371.0192724
21175,Morgan,13309,36,270.4936509
31185,York,13679,36,263.1771328
17189,Washington,13887,36,259.235256
13183,Long,19559,36,184.0584897
27045,Fillmore,21067,36,170.8833721
40043,Dewey,4891,35,715.6000818
8121,Washington,4908,35,713.1214344
13301,Warren,5254,35,666.1591169
40033,Cotton,5666,35,617.7197317
21075,Fulton,5969,35,586.3628749
13263,Talbot,6195,35,564.9717514
19185,Wayne,6441,35,543.3938829
21057,Cumberland,6614,35,529.1805262
28119,Quitman,6792,35,515.3121319
16029,Caribou,7155,35,489.1684137
42053,Forest,7247,35,482.9584656
21181,Nicholas,7269,35,481.4967671
48075,Childress,7306,35,479.0583082
31147,Richardson,7865,35,445.0095359
19051,Davis,9000,35,388.8888889
27133,Rock,9315,35,375.7380569
27075,Lake,10641,35,328.9164552
48031,Blanco,11931,35,293.353449
46053,Gregory,4185,34,812.4253286
29087,Holt,4403,34,772.2007722
21189,Owsley,4415,34,770.1019253
20053,Ellsworth,6102,34,557.1943625
30005,Blaine,6681,34,508.9058524
48437,Swisher,7397,34,459.6458024
51678,Lexington,7446,34,456.6210046
53019,Ferry,7627,34,445.7847122
48175,Goliad,7658,34,443.9801515
41037,Lake,7869,34,432.0752319
19117,Lucas,8600,34,395.3488372
48043,Brewster,9203,34,369.4447463
27151,Swift,9266,34,366.9328729
54085,Ritchie,9554,34,355.8718861
38099,Walsh,10641,34,319.5188422
17123,Marshall,11438,34,297.2547648
55049,Iowa,23678,34,143.5932089
8107,Routt,25638,34,132.6156486
53031,Jefferson,32221,34,105.5212439
48023,Baylor,3509,33,940.4388715
20147,Phillips,5234,33,630.4929308
20127,Morris,5620,33,587.1886121
8025,Crowley,6061,33,544.4646098
31035,Clay,6203,33,532.0006448
5147,Woodruff,6320,33,522.1518987
54095,Tyler,8591,33,384.1229193
20159,Rice,9537,33,346.0207612
17079,Jasper,9610,33,343.3922997
27173,Yellow Medicine,9709,33,339.8908229
55065,Lafayette,16665,33,198.019802
16013,Blaine,23021,33,143.3473785
50001,Addison,36777,33,89.72999429
37055,Dare,37009,33,89.1674998
16061,Lewis,3838,32,833.7675873
38069,Pierce,3975,32,805.0314465
20185,Stafford,4156,32,769.9711261
27069,Kittson,4298,32,744.5323406
46087,McCook,5586,32,572.8607232
13201,Miller,5718,32,559.6362364
32027,Pershing,6725,32,475.8364312
30077,Powell,6890,32,464.4412192
8063,Kit Carson,7097,32,450.8947443
56011,Crook,7584,32,421.9409283
17065,Hamilton,8116,32,394.282898
29061,Daviess,8278,32,386.5668036
27029,Clearwater,8818,32,362.8940803
48237,Jack,8935,32,358.1421377
30001,Beaverhead,9453,32,338.516873
30095,Stillwater,9642,32,331.8813524
13173,Lanier,10423,32,307.0133359
31037,Colfax,10709,32,298.8140816
55023,Crawford,16131,32,198.3757982
36097,Schuyler,17807,32,179.7046105
13125,Glascock,2971,31,1043.419724
21105,Hickman,4380,31,707.7625571
30065,Musselshell,4633,31,669.1128858
48195,Hansford,5399,31,574.1804038
51580,Covington,5538,31,559.7688696
38049,McHenry,5745,31,539.5996519
19151,Pocahontas,6619,31,468.3486932
27073,Lac qui Parle,6623,31,468.0658312
51036,Charles City,6963,31,445.2103978
31127,Nemaha,6972,31,444.6356856
21237,Wolfe,7157,31,433.1423781
20193,Thomas,7777,31,398.6112897
31101,Keith,8034,31,385.8600946
12077,Liberty,8354,31,371.0797223
37075,Graham,8441,31,367.2550646
51735,Poquoson,12271,31,252.6281477
16041,Franklin,13876,31,223.407322
17005,Bond,16426,31,188.7251918
51685,Manassas Park,17478,31,177.3658313
30071,Phillips,3954,30,758.7253414
48169,Garza,6229,30,481.6182373
46101,Moody,6576,30,456.2043796
5073,Lafayette,6624,30,452.8985507
20095,Kingman,7152,30,419.4630872
18171,Warren,8265,30,362.9764065
48009,Archer,8553,30,350.7541214
21091,Hancock,8722,30,343.9578078
31033,Cheyenne,8910,30,336.7003367
51159,Richmond,9023,30,332.4836529
30023,Deer Lodge,9140,30,328.2275711
51049,Cumberland,9932,30,302.053967
18101,Martin,10255,30,292.5402243
29173,Ralls,10309,30,291.0078572
30009,Carbon,10725,30,279.7202797
53043,Lincoln,10939,30,274.2481031
17185,Wabash,11520,30,260.4166667
46079,Lake,12797,30,234.4299445
16043,Fremont,13099,30,229.0251164
8049,Grand,15734,30,190.6698869
20077,Harper,5436,29,533.4805004
46123,Tripp,5441,29,532.9902591
40067,Jefferson,6002,29,483.1722759
29211,Sullivan,6089,29,476.2686812
17047,Edwards,6395,29,453.4792807
19071,Fremont,6960,29,416.6666667
31139,Pierce,7148,29,405.7078903
19053,Decatur,7870,29,368.4879288
21023,Bracken,8303,29,349.2713477
46033,Custer,8972,29,323.2278199
17129,Menard,12196,29,237.7828796
27143,Sibley,14865,29,195.0891356
31131,Otoe,16012,29,181.1141644
2110,Juneau,31974,29,90.69869269
49043,Summit,42145,29,68.81006051
28125,Sharkey,4321,28,647.9981486
38073,Ransom,5218,28,536.6040629
46129,Walworth,5435,28,515.1793928
54105,Wirt,5821,28,481.0170074
19177,Van Buren,7044,28,397.5014196
16059,Lemhi,8027,28,348.8227233
31027,Cedar,8402,28,333.2539871
18007,Benton,8748,28,320.0731596
51115,Mathews,8834,28,316.9572108
19073,Greene,8888,28,315.0315032
31081,Hamilton,9324,28,300.3003003
56035,Sublette,9831,28,284.8133455
31145,Red Willow,10724,28,261.0966057
46027,Clay,14070,28,199.0049751
27055,Houston,18600,28,150.5376344
50015,Lamoille,25362,28,110.4013879
48151,Fisher,3830,27,704.9608355
20119,Meade,4033,27,669.4768163
46077,Kingsbury,4939,27,546.6693663
31143,Polk,5213,27,517.9359294
46015,Brule,5297,27,509.7224844
48119,Delta,5331,27,506.4715813
20201,Washington,5406,27,499.445061
20189,Stevens,5485,27,492.2515953
30099,Teton,6147,27,439.238653
29179,Reynolds,6270,27,430.6220096
20145,Pawnee,6414,27,420.9541628
31121,Merrick,7755,27,348.1624758
31039,Cuming,8846,27,305.2226995
31137,Phelps,9034,27,298.870932
8125,Yuma,10019,27,269.4879729
22091,St. Helena,10132,27,266.4824319
2130,Ketchikan Gateway,13901,27,194.2306309
48129,Donley,3278,26,793.166565
29197,Schuyler,4660,26,557.9399142
29171,Putnam,4696,26,553.6626917
40029,Coal,5495,26,473.1574158
48317,Martin,5771,26,450.5285046
20123,Mitchell,5979,26,434.855327
20073,Greenwood,5982,26,434.6372451
27167,Wilkin,6207,26,418.8819075
38009,Bottineau,6282,26,413.8809296
31093,Howard,6445,26,403.4134988
31021,Burt,6459,26,402.5390927
41023,Grant,7199,26,361.1612724
38097,Traill,8036,26,323.5440518
31045,Dawes,8589,26,302.7127722
32033,White Pine,9580,26,271.3987474
19025,Calhoun,9668,26,268.9284237
31089,Holt,10067,26,258.2695937
31013,Box Butte,10783,26,241.1202819
27165,Watonwan,10897,26,238.5977792
30043,Jefferson,12221,26,212.7485476
37143,Perquimans,13463,26,193.1218896
48079,Cochran,2853,25,876.2705924
48385,Real,3452,25,724.2178447
48275,Knox,3664,25,682.3144105
30101,Toole,4736,25,527.8716216
48103,Crane,4797,25,521.1590577
48483,Wheeler,5056,25,494.4620253
51045,Craig,5131,25,487.2344572
19009,Audubon,5496,25,454.8762737
20069,Gray,5988,25,417.50167
19173,Taylor,6121,25,408.4299951
13037,Calhoun,6189,25,403.9424786
51021,Bland,6280,25,398.089172
54071,Pendleton,6969,25,358.7315253
27089,Marshall,9336,25,267.7806341
51830,Williamsburg,14954,25,167.17935
38053,McKenzie,15024,25,166.400426
35028,Los Alamos,19369,25,129.0722288
20063,Gove,2636,24,910.4704097
48191,Hall,2964,24,809.7165992
20165,Rush,3036,24,790.513834
21039,Carlisle,4760,24,504.2016807
29005,Atchison,5143,24,466.6537041
20143,Ottawa,5704,24,420.7573633
29035,Carter,5982,24,401.2036108
26095,Luce,6229,24,385.2945898
20197,Wabaunsee,6931,24,346.2703795
38057,Mercer,8187,24,293.1476731
45005,Allendale,8688,24,276.2430939
13053,Chattahoochee,10907,24,220.0421748
27121,Pope,11249,24,213.352298
6105,Trinity,12285,24,195.3601954
8007,Archuleta,14029,24,171.0742034
8093,Park,18845,24,127.354736
27039,Dodge,20934,24,114.6460304
21201,Robertson,2108,23,1091.081594
38031,Foster,3210,23,716.5109034
35003,Catron,3527,23,652.1122767
8027,Custer,5068,23,453.82794
48247,Jim Hogg,5200,23,442.3076923
17153,Pulaski,5335,23,431.1152765
20181,Sherman,5917,23,388.7104952
19143,Osceola,5958,23,386.0355824
51181,Surry,6422,23,358.1438804
38005,Benson,6832,23,336.6510539
56045,Weston,6927,23,332.0340696
18161,Union,7054,23,326.0561384
41063,Wallowa,7208,23,319.0899001
54021,Gilmer,7823,23,294.0048575
30057,Madison,8600,23,267.4418605
38077,Richland,16177,23,142.1771651
17147,Piatt,16344,23,140.7244249
20039,Decatur,2827,22,778.2101167
20019,Chautauqua,3250,22,676.9230769
20093,Kearny,3838,22,573.2152163
51720,Norton,3981,22,552.6249686
42023,Cameron,4447,22,494.7155386
35033,Mora,4521,22,486.6180049
20157,Republic,4636,22,474.5470233
32015,Lander,5532,22,397.6861894
30007,Broadwater,6237,22,352.7336861
21063,Elliott,7517,22,292.6699481
2188,Northwest Arctic,7621,22,288.6760268
27101,Murray,8194,22,268.4891384
27063,Jackson,9846,22,223.4409913
18155,Switzerland,10751,22,204.6321272
37073,Gates,11562,22,190.2784985
6011,Colusa,21547,22,102.1023808
46071,Jackson,3344,21,627.9904306
48081,Coke,3387,21,620.0177148
20141,Osborne,3421,21,613.8555978
48197,Hardeman,3933,21,533.9435545
51017,Bath,4147,21,506.3901616
20163,Rooks,4920,21,426.8292683
2240,Southeast Fairbanks,6893,21,304.6568983
56019,Johnson,8445,21,248.6678508
37005,Alleghany,11137,21,188.5606537
51610,Falls Church,14617,21,143.6683314
46073,Jerauld,2013,20,993.5419771
20065,Graham,2482,20,805.8017728
48105,Crockett,3464,20,577.3672055
17069,Hardin,3821,20,523.4231876
38045,LaMoure,4046,20,494.3153732
35059,Union,4059,20,492.7322
8095,Phillips,4265,20,468.933177
56017,Hot Springs,4413,20,453.2064355
32021,Mineral,4505,20,443.9511654
17059,Gallatin,4828,20,414.2502071
29199,Scotland,4902,20,407.996736
31003,Antelope,6298,20,317.5611305
55091,Pepin,7287,20,274.4613696
16077,Power,7681,20,260.3827627
31023,Butler,8016,20,249.500998
54017,Doddridge,8448,20,236.7424242
27157,Wabasha,21627,20,92.47699635
20179,Sheridan,2521,19,753.6691789
20135,Ness,2750,19,690.9090909
46105,Perkins,2865,19,663.1762653
48461,Upton,3657,19,519.551545
8023,Costilla,3887,19,488.80885
31129,Nuckolls,4148,19,458.0520733
38085,Sioux,4230,19,449.1725768
31097,Johnson,5071,19,374.6795504
31059,Fillmore,5462,19,347.8579275
27087,Mahnomen,5527,19,343.7669622
31051,Dixon,5636,19,337.1185238
18115,Ohio,5875,19,323.4042553
16007,Bear Lake,6125,19,310.2040816
17071,Henderson,6646,19,285.8862474
26153,Schoolcraft,8094,19,234.741784
31107,Knox,8332,19,228.0364858
26003,Alger,9108,19,208.6078173
31179,Wayne,9385,19,202.4507192
31151,Saline,14224,19,133.5770529
20033,Comanche,1700,18,1058.823529
46017,Buffalo,1962,18,917.4311927
46003,Aurora,2751,18,654.3075245
38063,Nelson,2879,18,625.2170893
38029,Emmons,3241,18,555.3841407
31125,Nance,3519,18,511.5089514
53013,Columbia,3985,18,451.6938519
46031,Corson,4086,18,440.5286344
35019,Guadalupe,4300,18,418.6046512
31065,Furnas,4676,18,384.9443969
48229,Hudspeth,4886,18,368.3995088
29205,Shelby,5930,18,303.5413153
17169,Schuyler,6768,18,265.9574468
16085,Valley,11392,18,158.005618
46049,Faulk,2299,17,739.4519356
20089,Jewell,2879,17,590.4828065
48087,Collingsworth,2920,17,582.1917808
20207,Woodson,3138,17,541.7463352
48295,Lipscomb,3233,17,525.8274049
8009,Baca,3581,17,474.7277297
29129,Mercer,3617,17,470.0027647
46045,Edmunds,3829,17,443.9801515
35023,Hidalgo,4198,17,404.9547404
55037,Florence,4295,17,395.8090803
40053,Grant,4333,17,392.3378721
30061,Mineral,4397,17,386.6272458
40003,Alfalfa,5702,17,298.1410032
27107,Norman,6375,17,266.6666667
17009,Brown,6578,17,258.437215
19195,Worth,7381,17,230.3210947
27149,Stevens,9805,17,173.3809281
2185,North Slope,9832,17,172.9048007
53059,Skamania,12083,17,140.6935364
50017,Orange,28892,17,58.83981725
26083,Keweenaw,2116,16,756.1436673
48125,Dickens,2211,16,723.654455
46089,McPherson,2379,16,672.5514922
20023,Cheyenne,2657,16,602.1829131
20109,Logan,2794,16,572.6556908
20047,Edwards,2798,16,571.8370264
46043,Douglas,2921,16,547.7576173
48421,Sherman,3022,16,529.4506949
46007,Bennett,3365,16,475.4829123
40129,Roger Mills,3583,16,446.5531677
31105,Kimball,3632,16,440.5286344
48383,Reagan,3849,16,415.6923876
29103,Knox,3959,16,404.1424602
16003,Adams,4294,16,372.6129483
48267,Kimble,4337,16,368.9186073
55078,Menominee,4556,16,351.1852502
17003,Alexander,5761,16,277.7295608
27051,Grant,5972,16,267.9169457
38067,Pembina,6801,16,235.2595207
8051,Gunnison,17462,16,91.62753407
56039,Teton,23464,16,68.189567
46097,Miner,2216,15,676.8953069
38075,Renville,2327,15,644.6067899
40057,Harmon,2653,15,565.397663
20195,Trego,2803,15,535.1409204
13007,Baker,3038,15,493.7458855
31181,Webster,3487,15,430.1691999
19003,Adams,3602,15,416.4353137
20081,Haskell,3968,15,378.0241935
46091,Marshall,4935,15,303.9513678
37095,Hyde,4937,15,303.8282358
31011,Boone,5192,15,288.9060092
16063,Lincoln,5366,15,279.5378308
30015,Chouteau,5635,15,266.1934339
8103,Rio Blanco,6324,15,237.1916509
51097,King and Queen,7025,15,213.5231317
31095,Jefferson,7046,15,212.8867443
54013,Calhoun,7109,15,211.0001407
2158,Kusilvak,8314,15,180.4185711
6063,Plumas,18807,15,79.75753709
8117,Summit,31011,15,48.36993325
30107,Wheatland,2126,14,658.5136406
48109,Culberson,2171,14,644.8641179
48095,Concho,2726,14,513.5730007
31087,Hitchcock,2762,14,506.8790731
31061,Franklin,2979,14,469.9563612
48271,Kinney,3667,14,381.7834742
48435,Sutton,3776,14,370.7627119
46085,Lyman,3781,14,370.2724147
27125,Red Lake,4055,14,345.2527744
32029,Storey,4123,14,339.5585739
17171,Scott,4951,14,282.7711573
5013,Calhoun,5189,14,269.8015032
31031,Cherry,5689,14,246.0889436
51157,Rappahannock,7370,14,189.9592944
16015,Boise,7831,14,178.7766569
55011,Buffalo,13031,14,107.4361139
48345,Motley,1200,13,1083.333333
20083,Hodgeman,1794,13,724.6376812
31015,Boyd,1919,13,677.4361647
48327,Menard,2138,13,608.0449018
38043,Kidder,2480,13,524.1935484
20049,Elk,2530,13,513.8339921
31135,Perkins,2891,13,449.671394
46059,Hand,3191,13,407.3958007
30091,Sheridan,3309,13,392.8679359
40059,Harper,3688,13,352.494577
30097,Sweet Grass,3737,13,347.8726251
48319,Mason,4274,13,304.1647169
22107,Tensas,4334,13,299.9538533
20007,Barber,4427,13,293.6525864
2070,Dillingham,4916,13,264.4426363
31169,Thayer,5003,13,259.8440935
2290,Yukon-Koyukuk,5230,13,248.5659656
31167,Stanton,5920,13,219.5945946
31099,Kearney,6495,13,200.1539646
2063,Chugach,6751,13,192.5640646
8019,Clear Creek,9700,13,134.0206186
2150,Kodiak Island,12998,13,100.015387
48155,Foard,1155,12,1038.961039
20101,Lane,1535,12,781.7589577
8017,Cheyenne,1831,12,655.379574
38047,Logan,1850,12,648.6486486
30059,Meagher,1862,12,644.4683136
46055,Haakon,1899,12,631.9115324
48137,Edwards,1932,12,621.1180124
20187,Stanton,2006,12,598.2053838
38095,Towner,2189,12,548.1955231
8115,Sedgwick,2248,12,533.8078292
56027,Niobrara,2356,12,509.3378608
20129,Morton,2587,12,463.8577503
16023,Butte,2597,12,462.0716211
30025,Fallon,2846,12,421.6444132
20105,Lincoln,2962,12,405.1316678
27155,Traverse,3259,12,368.2111077
48417,Shackelford,3265,12,367.5344564
46025,Clark,3736,12,321.1991435
38103,Wells,3834,12,312.9890454
40045,Ellis,3859,12,310.961389
13101,Echols,4006,12,299.550674
31175,Valley,4158,12,288.6002886
46039,Deuel,4351,12,275.798667
16071,Oneida,4531,12,264.8421982
8109,Saguache,6824,12,175.8499414
31071,Garfield,1969,11,558.6592179
38037,Grant,2274,11,483.7291117
20153,Rawlins,2530,11,434.7826087
2066,Copper River,2699,11,407.5583549
46137,Ziebach,2756,11,399.1291727
31029,Chase,3924,11,280.3261978
53069,Wahkiakum,4488,11,245.0980392
27011,Big Stone,4991,11,220.3967141
32017,Lincoln,5183,11,212.2322979
13249,Schley,5257,11,209.2448164
40007,Beaver,5311,11,207.1173037
8073,Lincoln,5701,11,192.9486055
17155,Putnam,5739,11,191.6710228
30073,Pondera,5911,11,186.0937236
6049,Modoc,8841,11,124.4203144
48311,McMullen,743,10,1345.89502
48447,Throckmorton,1501,10,666.2225183
30075,Powder River,1682,10,594.530321
48011,Armstrong,1887,10,529.9417064
20203,Wichita,2119,10,471.9207173
46107,Potter,2153,10,464.4681839
38001,Adams,2216,10,451.2635379
48243,Jeff Davis,2274,10,439.7537379
13307,Webster,2607,10,383.5826621
20017,Chase,2648,10,377.6435045
30039,Granite,3379,10,295.945546
37177,Tyrrell,4016,10,249.0039841
2198,Prince of Wales-Hyder,6203,10,161.2123166
22023,Cameron,6973,10,143.4102969
2220,Sitka,8493,10,117.7440245
37029,Camden,10867,10,92.02171713
48431,Sterling,1291,9,697.1340046
46069,Hyde,1301,9,691.7755573
28055,Issaquena,1327,9,678.2215524
48101,Cottle,1398,9,643.776824
30055,McCone,1664,9,540.8653846
30019,Daniels,1690,9,532.5443787
31073,Gosper,1990,9,452.2613065
40025,Cimarron,2137,9,421.1511465
38051,McIntosh,2497,9,360.432519
48413,Schleicher,2793,9,322.2341568
31163,Sherman,3001,9,299.9000333
38011,Bowman,3024,9,297.6190476
46117,Stanley,3098,9,290.5100065
20183,Smith,3583,9,251.1861569
48211,Hemphill,3819,9,235.6637863
38081,Sargent,3898,9,230.8876347
17151,Pope,4177,9,215.4656452
16037,Custer,4315,9,208.5747393
16081,Teton,12142,9,74.12287926
8097,Pitkin,17767,9,50.65571002
30109,Wibaux,969,8,825.5933953
20199,Wallace,1518,8,527.0092227
48045,Briscoe,1546,8,517.4644243
20025,Clark,1994,8,401.2036108
8033,Dolores,2055,8,389.2944039
46095,Mellette,2061,8,388.1610869
46111,Sanborn,2344,8,341.2969283
20097,Kiowa,2475,8,323.2323232
38041,Hettinger,2499,8,320.1280512
31133,Pawnee,2613,8,306.1615002
2195,Petersburg,3266,8,244.9479486
38025,Dunn,4424,8,180.8318264
50013,Grand Isle,7235,8,110.5736006
8113,San Miguel,8179,8,97.81146839
6051,Mono,14444,8,55.38631958
38083,Sheridan,1315,7,532.3193916
48433,Stonewall,1350,7,518.5185185
46021,Campbell,1376,7,508.7209302
53023,Garfield,2225,7,314.6067416
31077,Greeley,2356,7,297.1137521
13061,Clay,2834,7,247.0007057
31017,Brown,2955,7,236.8866328
31083,Harlan,3380,7,207.1005917
27077,Lake of the Woods,3740,7,187.1657754
38019,Cavalier,3762,7,186.0712387
27081,Lincoln,5639,7,124.135485
8047,Gilpin,6243,7,112.1255807
2180,Nome,10004,7,69.9720112
31075,Grant,623,6,963.081862
20071,Greeley,1232,6,487.012987
8061,Kiowa,1406,6,426.742532
31057,Dundy,1693,6,354.4004725
35011,De Baca,1748,6,343.2494279
41055,Sherman,1780,6,337.0786517
41021,Gilliam,1912,6,313.8075314
48359,Oldham,2112,6,284.0909091
51091,Highland,2190,6,273.9726027
38027,Eddy,2287,6,262.3524268
20075,Hamilton,2539,6,236.3135093
46061,Hanson,3453,6,173.7619461
17013,Calhoun,4739,6,126.6089892
8091,Ouray,4952,6,121.1631664
27031,Cook,5463,6,109.8297639
2282,Yakutat,579,5,863.5578584
31091,Hooker,682,5,733.1378299
30037,Golden Valley,821,5,609.0133983
32009,Esmeralda,873,5,572.7376861
30011,Carter,1252,5,399.3610224
31069,Garden,1837,5,272.1829069
38065,Oliver,1959,5,255.2322614
29227,Worth,2013,5,248.3854943
13239,Quitman,2299,5,217.4858634
6091,Sierra,3005,5,166.3893511
2013,Aleutians East,3337,5,149.8351813
36041,Hamilton,4416,5,113.2246377
31009,Blaine,465,4,860.2150538
35021,Harding,625,4,640
48263,Kent,762,4,524.9343832
8079,Mineral,769,4,520.1560468
30079,Prairie,1077,4,371.4020427
13265,Taliaferro,1537,4,260.2472349
38033,Golden Valley,1761,4,227.1436684
31049,Deuel,1794,4,222.9654404
38023,Divide,2264,4,176.6784452
30051,Liberty,2337,4,171.1596063
31063,Frontier,2627,4,152.264941
50009,Essex,6163,4,64.90345611
48443,Terrell,776,3,386.5979381
30033,Garfield,1258,3,238.4737679
46063,Harding,1298,3,231.1248074
41069,Wheeler,1332,3,225.2252252
31149,Rock,1357,3,221.0759027
46119,Sully,1391,3,215.6721783
48173,Glasscock,1409,3,212.9169624
48235,Irion,1536,3,195.3125
38013,Burke,2115,3,141.8439716
48205,Hartley,5576,3,53.80200861
2016,Aleutians West,5634,3,53.24813632
53055,San Juan,17582,3,17.06290524
48261,Kenedy,404,2,495.049505
48033,Borden,654,2,305.8103976
31007,Banner,745,2,268.4563758
31183,Wheeler,783,2,255.4278416
48393,Roberts,854,2,234.1920375
46075,Jones,903,2,221.4839424
16025,Camas,1106,2,180.8318264
38091,Steele,1890,2,105.8201058
32011,Eureka,2029,2,98.57072449
2068,Denali,2097,2,95.3743443
38039,Griggs,2231,2,89.6458987
2275,Wrangell,2502,2,79.93605116
8065,Lake,8127,2,24.60932693
48301,Loving,169,1,591.7159763
31005,Arthur,463,1,215.9827214
30069,Petroleum,487,1,205.338809
31117,McPherson,494,1,202.4291498
30103,Treasure,696,1,143.6781609
31171,Thomas,722,1,138.5041551
16033,Clark,845,1,118.3431953
38007,Billings,928,1,107.7586207
31165,Sioux,1166,1,85.76329331
2164,Bristol Bay plus Lake and Peninsula,1592,1,62.81407035
30045,Judith Basin,2007,1,49.82561036
2100,Haines,2530,1,39.5256917
2060,Bristol Bay,836,0,0
2105,Hoonah-Angoon,2148,0,0
2230,Skagway,1183,0,0
2261,Valdez-Cordova,9202,0,0
6003,Alpine,1129,0,0
8053,Hinsdale,820,0,0
8057,Jackson,1392,0,0
8111,San Juan,728,0,0
15005,Kalawao,86,0,0
25007,Dukes,17332,0,0
25019,Nantucket,11399,0,0
31085,Hayes,922,0,0
31103,Keya Paha,806,0,0
31113,Logan,748,0,0
31115,Loup,664,0,0
38087,Slope,750,0,0
48269,King,272,0,0
49001,Beaver,6710,0,0
49003,Box Elder,56046,0,0
49005,Cache,128289,0,0
49007,Carbon,20463,0,0
49009,Daggett,950,0,0
49013,Duchesne,19938,0,0
49015,Emery,10012,0,0
49017,Garfield,5051,0,0
49019,Grand,9754,0,0
49021,Iron,54839,0,0
49023,Juab,12017,0,0
49025,Kane,7886,0,0
49027,Millard,13188,0,0
49029,Morgan,12124,0,0
49031,Piute,1479,0,0
49033,Rich,2483,0,0
49039,Sanpete,30939,0,0
49041,Sevier,21620,0,0
49047,Uintah,35734,0,0
49053,Washington,177556,0,0
49055,Wayne,2711,0,0
49057,Weber,260213,0,0
72001,Adjuntas,19483,0,0
72003,Aguada,41959,0,0
72005,Aguadilla,60949,0,0
72007,Aguas Buenas,28659,0,0
72009,Aibonito,25900,0,0
72011,Anasco,29261,0,0
72013,Arecibo,96440,0,0
72015,Arroyo,19575,0,0
72017,Barceloneta,24816,0,0
72019,Barranquitas,30318,0,0
72021,Bayamon,208116,0,0
72023,Cabo Rojo,50917,0,0
72025,Caguas,142893,0,0
72027,Camuy,35159,0,0
72029,Canovanas,47648,0,0
72031,Carolina,176762,0,0
72033,Catano,28140,0,0
72035,Cayey,48119,0,0
72037,Ceiba,13631,0,0
72039,Ciales,18782,0,0
72041,Cidra,43480,0,0
72043,Coamo,40512,0,0
72045,Comerio,20778,0,0
72047,Corozal,37142,0,0
72049,Culebra,1818,0,0
72051,Dorado,38165,0,0
72053,Fajardo,36993,0,0
72054,Florida,12680,0,0
72055,Guanica,19427,0,0
72057,Guayama,45362,0,0
72059,Guayanilla,21581,0,0
72061,Guaynabo,97924,0,0
72063,Gurabo,45369,0,0
72065,Hatillo,41953,0,0
72067,Hormigueros,17250,0,0
72069,Humacao,58466,0,0
72071,Isabela,45631,0,0
72073,Jayuya,16642,0,0
72075,Juana Diaz,79897,0,0
72077,Juncos,40290,0,0
72079,Lajas,25753,0,0
72081,Lares,30753,0,0
72083,Las Marias,9881,0,0
72085,Las Piedras,38675,0,0
72087,Loiza,30060,0,0
72089,Luquillo,20068,0,0
72091,Manati,44113,0,0
72093,Maricao,6276,0,0
72095,Maunabo,12225,0,0
72097,Mayaguez,89080,0,0
72099,Moca,40109,0,0
72101,Morovis,32610,0,0
72103,Naguabo,26720,0,0
72105,Naranjito,30402,0,0
72107,Orocovis,23423,0,0
72109,Patillas,19277,0,0
72111,Penuelas,24282,0,0
72113,Ponce,166327,0,0
72115,Quebradillas,25919,0,0
72117,Rincon,15200,0,0
72119,Rio Grande,54304,0,0
72121,Sabana Grande,25265,0,0
72123,Salinas,31078,0,0
72125,San German,35527,0,0
72127,San Juan,395326,0,0
72129,San Lorenzo,41058,0,0
72131,San Sebastian,42430,0,0
72133,Santa Isabel,23274,0,0
72135,Toa Alta,74066,0,0
72137,Toa Baja,89609,0,0
72139,Trujillo Alto,74842,0,0
72141,Utuado,33149,0,0
72143,Vega Alta,39951,0,0
72145,Vega Baja,59662,0,0
72147,Vieques,9301,0,0
72149,Villalba,26073,0,0
72151,Yabucoa,37941,0,0
72153,Yauco,42043,0,0
